Customer ID,Customer Name,Company Name,DBA Name,Credit Insurance Amount
"48586","11576","Weeks Marine, Inc 11354758101","","100000"
"48587","11577","Weisinger Incorporated","","200000"
"48589","11580","Wellbore Services, LLC","","25000"
"48591","12759","Western Rim Investors 2014-1, LP","","25000"
"48592","12403","Western States Drilling and Blasting Inc.","","35000"
"48594","11592","WG Wade Shows Inc","","150000"
"48596","11729","Whole Foods Market","","150000"
"48599","11608","Woodforest National Bank","","30000"
"48600","12081","World Central Kitchen, Inc","","100000"
"48601","11610","WorldwidePower Products, LLC","","90000"
"48605","11618","Zebra Recovery LLC","","40000"
"48607","12026","ZPMC NA East Coast Inc","","40000"
"48645","12032-101","19575 Lee Road","","80000"
"48646","12256-101","Custom Goods, LLC","","35000"
"48648","11782","Tetra Tech","","0"
"48649","10128","Associated Supply","ASCO","40000"
"48651","10169-103","1081 Lovers Lane","","300000"
"48653","10176-106","Holt Industrial Rentals LLC","","60000"
"48654","11234-122","Tri-County Construction","","150000"
"48655","11368-115","Sunbelt Rentals, Inc.","","400000"
"48656","12247-106","Baker Concrete Construction, Inc","","250000"
"48657","12761-101","Targa Transport LLC","","60000"
"48660","12934","Cardinal/International Grooving","","30000"
"48662","12933","Hill Lumber","Cernosek Enterprises, Inc","25000"
"48665","12931","Flintco, LLC","","275000"
"48666","12930","Russell Manufacturing & Fabrication, Inc","","25000"
"48667","12929","Richmond Material Company","","25000"
"48668","12915","Impact Fire Services, LLC","AI Fire","25000"
"48669","12928","Clean Fuels National.","","25000"
"48672","12914","Atlas Copco Comptec, LLC","Atlas Copco Comptec, LLC","25000"
"48677","12924","Chief Container Co., Inc","","25000"
"48678","12913","Flex-Erect, LLC","FlexCo Construction, LLC","24000"
"48679","12912","Karsten Interior Services, L.P.","Karsten Interior Services, L.P.","35000"
"48685","12921","Pat Baker Company","","40000"
"48687","12919","Orion Construction, LLC","","12500"
"48689","12918","Market Street Recycling","","25000"
"48690","12917","Magnolia Energy Services, LLC","","100000"
"48692","12909","Vizion Crane & Industrial Support, LLC","Vizion Crane & Industrial Support, LLC","35000"
"48693","12908","Diamond K Services, Inc","Diamond K Services, Inc","25000"
"48697","12937","Catalena Hatters","Catco Ventures, LTD","12500"
"48699","12868","Resilient Energy Solutions, LLC","","120000"
"48701","12870","Melco, Inc","","60000"
"48704","12873","Commercial Fuel Systems.","Smith Fluid Control Solutions LLC","12500"
"48705","12325","Bigg T's Tour & Guide Services","Travis LeJeune","25000"
"48706","12907","Gene's Polaris Country, Inc.","Gene's Powersports Country","25000"
"48707","12906","Tolunay-Wong Egineers, Inc.","Tolunay-Wong Egineers, Inc.","50000"
"48708","12874","Alief ISD","","30000"
"48709","12905","Crawford Brothers Construction, LLC","Crawford Brothers Construction, LLC","12500"
"48711","12904","MTL Construction, LLC","MTL Construction, LLC","25000"
"48723","12903","Louisiana Electric Resource & Supply","Louisiana Electric Resource & Supply","35000"
"48735","12892","Cellipont Bioservices","Performance Cell Manufacturing, Inc","25000"
"48737","12899","Element Chemicals","Element ventures LLC","12500"
"48738","12895","W.R. Newman & Associates, Inc","","25000"
"48740","12897","Battleground Materials, LLC","Battleground Materials, LLC","0"
"48741","12896","Tanda Supply, LP","Tanda Supply, LP","30000"
"51247","501256","TEST LOCAL PARENT (to delete)","","50000"
"51251","501256-101","TEST LOCAL Child (to deleted)","","50000"
"53955","12037-102","9801 Bay Area Blvd","","12500"
"53959","10019-101","12682 Cardinal Meadow Drive","","25000"
"53960","12844-101","8403 Mesa Drive","","30000"
"53961","12844-102","5600 Sunshine Drive","","30000"
"53969","10056-101","1010 South E 2001","","65000"
"53970","11828-101","2600 Bruce B Downs Blvd","","100000"
"53971","10062-101","12621 Port Rd","","50000"
"53972","10062-102","790 N L St","","50000"
"53973","10062-103","790 N L Street","","50000"
"53974","12174-101","5915 Edward Dr","","15000"
"53975","10085-102","30903 Washington","","60000"
"53979","11628-101","20810 FM 2920","","25000"
"53980","12229-101","1343 Burney Rd","","75000"
"53981","12229-102","19306 Katy Fwy","","75000"
"53982","12229-103","29.78597, -95.70801","","75000"
"53983","12229-104","201 FM 3349","","75000"
"53984","12229-105","CR-213","","75000"
"53985","12229-106","30.098590,-96.065030","","75000"
"53986","12229-107","1201 Albert Ave","","75000"
"53987","12229-108","1262 Phillips Rd","","75000"
"53988","12229-109","12010 Tomball Pkwy","","75000"
"53989","12229-110","30.32137, -97.29066","","75000"
"53990","12229-112","18900 E Industrial Pkwy","","75000"
"53991","12067-103","9700 Clinton Drive","","50000"
"53992","10109-101","3118 W Pinhook Rd","","120000"
"53993","10109-102","125 North 17th St","","120000"
"53994","10109-103","111 N 16th Str","","120000"
"53995","10120-102","29.72083, -95.37662","","25000"
"53996","10120-103","23551 Franz Road","","25000"
"53997","10120-104","23900 Katy Freeway","","25000"
"53998","10120-105","29.72088, -95.37660","","25000"
"53999","12794-101","3100 N Terminal Rd","","25000"
"54000","12178-101","7300 Wingate St","","25000"
"54001","12449-101","2001 S Gulfway Dr","","80000"
"54002","12449-102","5005 TX 332","","80000"
"54003","12449-103","12000 lawndale St","","80000"
"54004","12449-104","2300 E 13th Street","","80000"
"54005","12449-105","2800 Bayway Dr","","80000"
"54006","12449-106","2502 Sheldon Road","","80000"
"54007","12449-107","1515 Miller Cut Off Road","","80000"
"54008","12449-108","2121 Park Street","","80000"
"54009","12449-109","3525 Decker Dr","","80000"
"54010","12449-110","3301 5th Avenue","","80000"
"54011","12158-101","751 CO Rd 401","","100000"
"54012","12158-102","31.780293, -102.698952","","100000"
"54013","12158-103","9011 Johnny Morris Road","","100000"
"54014","10160-101","3550 Belgium Ln","","150000"
"54015","10160-102","1010 Creekview Dr","","150000"
"54016","10160-103","4620 FM 1327","","150000"
"54017","10160-104","12226 E I10 Frontage Rd","","150000"
"54018","12824-101","21654 Valley Ranch Parkway","","25000"
"54020","12247-102","29.986927, -95.343135","","250000"
"54021","12247-103","2952 S Terminal Rd","","250000"
"54022","12247-105","6145 US 69 Access Road","","250000"
"54023","12247-107","6199 US 69 Access Rd S","","250000"
"54024","12247-108","29.9819760, -95.3496468","","250000"
"54025","12247-109","30.099721, -95.447947","","250000"
"54026","12247-110","29.987187, -95.346288","","250000"
"54027","12247-111","29.7232674,-95.3498393","","250000"
"54028","12247-112","29.720197, -95.347431","","250000"
"54029","10163-102","13895 FM 1097 E","","25000"
"54030","12758-101","340000 Sunset lane","","25000"
"54032","10169-102","755 Texas 21 W","","300000"
"54035","12243-101","4502 Medical Dr","","75000"
"54036","10210-101","16201 Wood Drive","","50000"
"54037","10210-102","3586  Lake Livingston Dam","","50000"
"54038","10210-103","3521 Murphy Dr","","50000"
"54039","10210-104","5300 Old West Port Arthur Rd","","50000"
"54042","12832-101","4000 Oilfield Road","","120000"
"54043","10216-102","2164 NE 211","","80000"
"54046","12506-101","11605 Strang Road","","90000"
"54047","11909-101","7408 South Sam Houston Parkway","","100000"
"54048","11909-102","4660 N Brasewood","","100000"
"54049","11909-103","4055 Little York","","100000"
"54050","11909-104","10950 Louetta Rd","","100000"
"54051","11909-105","4600 N Braeswood Blvd","","100000"
"54052","11909-106","2127 W Davis St","","100000"
"54053","11909-107","6168 Highway 6 North","","100000"
"54054","11826-101","247 Rain Dance","","25000"
"54055","11826-102","13010 Morgan Dr","","25000"
"54056","11826-103","29.706972, -96.475444","","25000"
"54057","10263-101","18632 Chanute Rd","","100000"
"54058","10263-103","4500 Will Clayton Pkwy","","100000"
"54059","10263-104","4506 Will Clayton Parkway","","100000"
"54060","10265-101","9863 S Buisness 6","","12500"
"54061","10266-101","1010 SE 2001","","70000"
"54062","10267-101","23802 Farm to Market 1485","","30000"
"54064","10274-105","30.653480,-93.886140","","25000"
"54065","10274-101","128 Parkwood Circle","","25000"
"54066","10274-102","33.26909, - 96.30415","","25000"
"54067","10274-103","29.31214 , -9.513457","","25000"
"54068","10274-104","2585 Satterwhite Rd","","25000"
"54070","11933-101","5103 Underwood","","160000"
"54071","11933-102","12100 Hiram Clarke","","160000"
"54072","11933-103","5618 Highway 332 East","","160000"
"54073","11933-104","1001 Air Hart Dr","","160000"
"54074","11933-105","11811 Strang Road","","160000"
"54075","10278-101","5303 Navigation Boulevard","","120000"
"54076","10278-102","9519 Galveston Rd","","120000"
"54077","10278-103","102 N Cornelius Way","","120000"
"54078","10278-104","18310 Eastex Fry Frontage Rd","","120000"
"54079","10278-105","30.025990, -94.067320","","120000"
"54080","10278-106","860 Pine St","","120000"
"54081","10278-107","29.802916, -95.420744","","120000"
"54082","10278-108","30.02599,- 94.06732","","120000"
"54083","10278-109","2956'417"N 9516'430"W","","120000"
"54084","10278-110","27734 Highway Blvd","","120000"
"54085","10278-111","29.87590, -95.58519","","120000"
"54086","10278-112","9514 FM 379","","120000"
"54087","10278-113","30.05561, -95.81011","","120000"
"54088","10278-115","2360 Dollinger Rd","","120000"
"54089","10278-116","Spindletop Ave","","120000"
"54090","10278-117","30.025278, -94.066172","","120000"
"54091","10278-118","7875 W Port Arthur Rd","","120000"
"54092","10278-119","30.216853 , -95.270404","","120000"
"54093","10278-120","29.794280, -94.873920","","120000"
"54094","10278-121","29.99574, -94.18052","","120000"
"54095","10278-122","6050 Chance Dr","","120000"
"54096","10278-124","29.793702, -95.853554","","120000"
"54097","10278-125","29.74813, -95.82612","","120000"
"54098","10278-126","29.761301, -95.211617","","120000"
"54099","10278-127","11880 W I-10 Service Road","","120000"
"54100","10278-128","15409 Old Humble Rd","","120000"
"54101","10278-129","29.564020, -95.828988","","120000"
"54102","10278-130","983 SH 36","","120000"
"54103","10278-131","29.75998 , -95.21310","","120000"
"54104","10278-132","2655 FM-565 W","","120000"
"54105","10278-133","29.76180, -95.21122","","120000"
"54106","10278-134","12051 FM 3083","","120000"
"54107","10278-135","308 Vat Road","","120000"
"54108","10278-136","146 N FM-2793","","120000"
"54109","10278-137","146 B FM 2793","","120000"
"54110","10278-138","1118 US-190","","120000"
"54111","10278-139","29.87536, -95.58468","","120000"
"54112","10278-140","29.87536, -95.58468","","120000"
"54113","10278-141","29.875360, -95.584680","","120000"
"54114","10278-142","19216 SH 35","","120000"
"54115","10278-143","29.99592, -94.18056","","120000"
"54116","10278-144","29.78904, -95.85345","","120000"
"54117","10278-145","12630 Industrial Road","","120000"
"54118","10278-146","29.82223, 94.88691","","120000"
"54119","12248-103","5700 Harborside Drive","","180000"
"54120","12248-101","26102 FM 2100","","180000"
"54121","12248-102","1436 John Wayne Rd","","180000"
"54123","10282-101","1740 North West Loop 1910","","50000"
"54124","10292-101","9655 Industrial Dr","","70000"
"54125","10292-102","100 Southbelt Industrial Drive","","70000"
"54126","10292-103","23733 IH 10","","70000"
"54127","10292-104","237 E Locust St","","70000"
"54128","10292-105","14 Waterway Ave","","70000"
"54129","10292-106","14424 Interdriver West","","70000"
"54130","10292-107","13719 White Heather Drive","","70000"
"54131","10292-108","1815 Shannon Valley Dr","","70000"
"54132","10292-109","216 Tidwell Road","","70000"
"54133","10292-110","12235 N Fwy","","70000"
"54134","10292-111","500 Mercury Drive","","70000"
"54135","10292-112","2507 S Loop 336 W","","70000"
"54136","10292-113","6830 Kirbyville Dr","","70000"
"54137","10292-114","4018 Westhollow Parkway","","70000"
"54138","10292-115","1150 Brand Ln","","70000"
"54139","10298-101","2613 Karbach","","25000"
"54140","12159-103","8715 Henderson Rd","","60000"
"54141","12159-101","11440 US 90 West","","60000"
"54142","12159-102","1795 Burt St","","60000"
"54143","12821-101","30.4171944,-95.6728333","","30000"
"54144","12821-102","30.36887, -95.21894","","30000"
"54152","12012-101","7008 South Rice Ave","","25000"
"54153","10331-101","117 Cook Street","","150000"
"54154","10331-102","Private Rd 489","","150000"
"54155","10331-103","1408 North Winfree Street","","150000"
"54156","10331-105","2004 N Cleveland Street","","150000"
"54157","10331-106","500 Sunset Heights","","150000"
"54158","10335-101","114 W Higgins St","","50000"
"54159","10335-102","200 Dennis St","","50000"
"54160","10335-103","7950 Carpenter Rd","","50000"
"54161","10335-104","9720 FM 1960","","50000"
"54162","10335-105","17720 Hwy 59","","50000"
"54163","10335-106","501 Wilson Road","","50000"
"54164","12508-103","14091 Cox St","","50000"
"54165","12508-104","26092 FM 2090","","50000"
"54166","12073-101","1014 Staffordshire","","100000"
"54167","12493-102","15699 Highway 59","","12500"
"54168","12493-101","22031 Walnut Drive","","12500"
"54169","12423-101","2027 Independence Pkwy S","","420000"
"54170","12641-101","2626 Wilson Rd","","12500"
"54171","10352-101","4101 Greenbriar Dr","","25000"
"54172","10352-102","25068 Hwy 321","","25000"
"54173","10353-124","507 W 23rd St","","100000"
"54174","10353-131","215 Brazos Street","","100000"
"54175","10353-101","304 E Cesar Chavez St","","100000"
"54176","10353-102","1300 E Riverside Dr","","100000"
"54177","10353-103","1841 Crystal Falls Pkwy","","100000"
"54178","10353-104","4918 Burleson Rd","","100000"
"54179","10353-105","816 Congress Ave","","100000"
"54180","10353-106","12611 Shops Pkwy","","100000"
"54181","10353-107","111 Sandra Muraida Way","","100000"
"54182","10353-108","210 W Moore St","","100000"
"54183","10353-109","12234 N Interstate Hwy 35","","100000"
"54184","10353-110","1211 W Riverside Drive","","100000"
"54185","10353-111","2200 Nueces St # 100","","100000"
"54186","10353-112","401 Guadalupe Street","","100000"
"54187","10353-113","4100 Jackson Avenue","","100000"
"54188","10353-114","715 W 23rd St","","100000"
"54189","10353-115","300 Colorado St","","100000"
"54190","10353-116","109 E 7th St","","100000"
"54191","10353-117","2400 Grove Blvd","","100000"
"54192","10353-118","7700 Parmer Lane","","100000"
"54193","10353-119","2400 Nueces St","","100000"
"54194","10353-120","1835B Kramer Lane","","100000"
"54195","10353-121","812 W 23rd St","","100000"
"54196","10353-122","512 W 9th St","","100000"
"54197","10353-123","801 West 5th Street","","100000"
"54198","10353-130","110 High Rd","","100000"
"54199","10353-200","603 Davis Street","","100000"
